53	1918-0.00-0	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC51cat.fastq
54	1939-5-24	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC52cat.fastq
55	1566-2.50-48	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC53cat.fastq
56	1918-2.50-4	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC54cat.fastq
57	1939-2.50-4	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC55cat.fastq
58	978-5-4	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC56cat.fastq
59	1924-2.50-48	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC57cat.fastq
60	1918-2.50-24	batch5	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC58cat.fastq
61	2190-2.5-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC59cat.fastq
62	1578-Atm-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC60cat.fastq
63	2390-2.5-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC73cat.fastq
64	2187-5-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC74cat.fastq
65	2187-2.5-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC63cat.fastq
66	2390-5-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC64cat.fastq
67	2390-Atm-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC65cat.fastq
68	2190-Atm-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC66cat.fastq
69	2187-5-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC67cat.fastq
70	1578-Atm-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC68cat.fastq
71	1578-2.5-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC69cat.fastq
72	2187-Atm-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC70cat.fastq
73	2187-5-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC71cat.fastq
74	2190-5-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC72cat.fastq
75	2390-Atm-48	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC85cat.fastq
76	2187-2.5-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC86cat.fastq
77	1578-5-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC75cat.fastq
78	2190-5-24	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC76cat.fastq
79	2390-2.5-4	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC77cat.fastq
80	2190-0-0	batch6	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC78cat.fastq
81	2390-Atm-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC79cat.fastq
82	2190-2.5-4	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC80cat.fastq
83	2187-0-0	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC81cat.fastq
84	1578-5-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC82cat.fastq
85	2190-Atm-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC83cat.fastq
86	2187-Atm-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC84cat.fastq
87	2190-Atm-4	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC47cat.fastq
88	2190-2.5-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC48cat.fastq
89	1578-2.5-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC87cat.fastq
90	1578-2.5-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC88cat.fastq
91	2390-5-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC89cat.fastq
92	1578-0-0	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC90cat.fastq
93	1578-5-4	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC91cat.fastq
94	2390-2.5-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC92cat.fastq
95	2390-0-0	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC93cat.fastq
96	2187-Atm-4	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC94cat.fastq
97	2390-5-24	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC95cat.fastq
98	1578-Atm-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC96cat.fastq
99	2190-5-48	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC49cat.fastq
100	2187-2.5-4	batch7	/data/cephfs/punim0586/rkano/VEGFA/2_VEGFA/porechop/cat/BC50cat.fastq
